,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
2006.0loads\Amex\geofred\GeoFRED_Poverty_Universe_All_Ages_by_County_Persons,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007.0loads\Amex\geofred\GeoFRED_Poverty_Universe_All_Ages_by_County_Persons,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008.0loads\Amex\geofred\GeoFRED_Poverty_Universe_All_Ages_by_County_Persons,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009loads\Amex\geofred\GeoFRED_Poverty_Universe_All_Ages_by_County_Persons,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010loads\Amex\geofred\GeoFRED_Poverty_Universe_All_Ages_by_County_Persons,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011loads\Amex\geofred\GeoFRED_Poverty_Universe_All_Ages_by_County_Persons,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012loads\Amex\geofred\GeoFRED_Poverty_Universe_All_Ages_by_County_Persons,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013loads\Amex\geofred\GeoFRED_Poverty_Universe_All_Ages_by_County_Persons,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014.0loads\Amex\geofred\GeoFRED_Poverty_Universe_All_Ages_by_County_Persons,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.0loads\Amex\geofred\GeoFRED_Poverty_Universe_All_Ages_by_County_Persons,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016.0loads\Amex\geofred\GeoFRED_Poverty_Universe_All_Ages_by_County_Persons,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017.0loads\Amex\geofred\GeoFRED_Poverty_Universe_All_Ages_by_County_Persons,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018.0loads\Amex\geofred\GeoFRED_Poverty_Universe_All_Ages_by_County_Persons,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__All_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__All_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__All_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__All_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__All_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__All_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__All_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__All_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__All_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__All_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__All_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__All_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__All_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__All_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__All_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__All_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__All_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__All_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Government_and_Government_Enterprises_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Government_and_Government_Enterprises_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Government_and_Government_Enterprises_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Government_and_Government_Enterprises_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Government_and_Government_Enterprises_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Government_and_Government_Enterprises_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Government_and_Government_Enterprises_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Government_and_Government_Enterprises_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Government_and_Government_Enterprises_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Government_and_Government_Enterprises_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Government_and_Government_Enterprises_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Government_and_Government_Enterprises_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Government_and_Government_Enterprises_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Government_and_Government_Enterprises_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Government_and_Government_Enterprises_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Government_and_Government_Enterprises_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Government_and_Government_Enterprises_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Government_and_Government_Enterprises_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Goods-Producing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Goods-Producing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Goods-Producing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Goods-Producing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Goods-Producing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Goods-Producing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Goods-Producing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Goods-Producing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Goods-Producing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Goods-Producing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Goods-Producing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Goods-Producing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Goods-Producing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Goods-Producing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Goods-Producing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Goods-Producing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Goods-Producing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Goods-Producing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Services-Providing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Services-Providing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Services-Providing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Services-Providing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Services-Providing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Services-Providing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Services-Providing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Services-Providing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Services-Providing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Services-Providing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Services-Providing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Services-Providing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Services-Providing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014.0loads\Amex\geofred\GeoFRED_Real_Gross_Domestic_Product__Private_Services-Providing_Industries_by_County_Thousands_of_Chained_2012_U.S._Dollars,Alaska,District of Columbia,American Samoa,Guam,Northern Mariana Islands,Puerto Rico,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
